600,Howl and Other Poems,Allen Ginsberg,1956
601,Daniel Deronda ,George Eliot,1876
602,Tartuffe,Molière,1664
603,Fortunata and Jacinta,Benito Pérez Galdós,1887
604,Sanctuary,William Faulkner,1931
605,Charlie And The Chocolate Factory,Roald Dahl,1964
606,Jakob Von Gunten,Robert Walser,1909
607,Long Day's Journey Into Night,Eugene O'Neill,1956
608,Ada or Ardor,Vladimir Nabokov,1969
609,The Golden Bowl,Henry James,1904
610,Lyrical Ballads,William Wordsworth Samuel Taylor Coleridge,1798
611,Everything Is Illuminated,Jonathan Safran Foer,2002
612,The Year of the Death of Ricardo Reis,José Saramago,1984
613,The Burning Plain and Other Stories,Juan Rulfo,1953
614,The Shipyard,Juan Carlos Onetti,1961
615,Three Trapped Tigers,Guillermo Cabrera Infante,1967
616,Freedom: A Novel,Jonathan Franzen,2010
617,The Garden of the Finzi-Continis,Giorgio Bassani,1962
618,The Time of the Hero,Mario Vargas Llosa,1963
619,Hawaii,James Albert Michener,1959
620,Snow,Orhan Pamuk,2002
621,The Blue Flower,Penelope Fitzgerald,1997
622,A Wizard of Earthsea,Ursula K. Le Guin,1968
623,Paddy Clarke Ha Ha Ha,Roddy Doyle,1993
624,Tales of the South Pacific,James A. Michener,1947
625,Snow Crash ,Neal Stephenson,1992
626,Adolphe,Benjamin Constant,1816
627,The Bridge of San Luis Rey,Thornton Wilder,1927
628,Utopia,Thomas More,1516
629,History,Elsa Morante,1974
630,Tristan,Gottfried von Strassburg,1210
631,The Flamethrowers: A Novel,Rachel Kushner,2013
632,Housekeeping,Marilynne Robinson,1980
633,Decline and Fall,Evelyn Waugh,1928
634,Mother's Milk,Edward St Aubyn,2005
635,Bel Canto,Ann Patchett,2001
636,Life Is a Dream,Pedro Calderón de la Barca,1635
637,Anne of Green Gables,Lucy Maud Montgomery,1908
638,The Poems of Francois Villon,François Villon,1463
639,Interpreter of Maladies,Jhumpa Lahiri,2000
640,Collected Poems,Stéphane Mallarmé,1898
641,Tales of the City,Armistead Maupin,1978
642,Twilight,Stephenie Meyer,2005
643,Waiting,Ha Jin,1999
644,Master and Commander,Patrick O'Brian,1969
645,The Complete Poetry and Selected Prose of John Donne,John Donne,1631
646,Murder on the Orient Express,Agatha Christie,1934
647,The Swimming-Pool Library,Alan Hollinghurst,1988
648,Interview with the Vampire,Anne Rice,1976
649,Peter Pan,J. M. Barrie,1902
650,Beowulf,Unknown,900
651,Dinner at the Homesick Restaurant,Anne Tyler,1982
652,Appointment in Samarra,John O'Hara,1934
653,Kokoro,Sōseki Natsume,1914
654,Platero,Juan Ramón Jiménez,1914
655,First Circle,Aleksandr Solzhenitsyn,1968
656,Romance of the Three Kingdoms,Guanzhong Luo,1301
657,The Go-Between,L. P. Hartley,1953
658,Cancer Ward,Aleksandr Solzhenitsyn,1967
659,Rashomon and Seventeen Other Stories,Ryunosuke Akutagawa,1915
660,Salvage the Bones: A Novel,Jesmyn Ward,2011
661,Ironweed,William Kennedy,1983
662,The Prophet,Kahlil Gibran,1923
663,Lazarillo de Tormes,Unknown,1554
664,The Shell Seekers,Rosamunde Pilcher,1987
665,Sense and Sensibility,Jane Austen,1811
666,The Sheltering Sky ,Paul Bowles,1949
667,Like Water For Chocolate,Laura Esquivel,1989
668,East of Eden,John Steinbeck,1952
669,Alcools,Guillaume Apollinaire,1913
670,Excellent Women,Barbara Pym,1952
671,At Swim Two-Birds,Flann O'Brien,1939
672,The Prince of Tides,Pat Conroy,1986
673,Cold Sassy Tree,Olive Ann Burns,1984
674,A Christmas Carol,Charles Dickens,1843
675,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,1824
676,The Buddha of Suburbia,Hanif Kureishi,1990
677,JR,William Gaddis,1975
678,There But For The,Ali Smith,2011
679,Simon and the Oaks,Marianne Fredriksson,1985
680,The Christmas Oratorio,Göran Tunström,0
681,The Unknown Soldier,Väinö Linna,1954
682,The Red Room,August Strindberg,1879
683,House with the Blind Glass Windows,Herbjørg Wassmo,0
684,The Alberta Trilogy,Cora Sandel,1926
685,Barabbas,Par Lagerkvist,1950
686,The Lost Steps,Alejo Carpentier,0
687,Hemsöborna,August Strindberg,1887
688,Zuleika Dobson,Max Beerbohm,1911
689,The Sellout,Paul Beatty,2015
690,The Country of the Pointed Firs,Sarah Orne Jewett,1896
691,Romeo and Juliet,William Shakespeare,1597
692,Gimpel the Fool,Isaac B Singer,1957
693,The Accidental Tourist,Anne Tyler,1985
694,The Monkey Wrench Gang,Edward Abbey,1975
695,Little Dorrit,Charles Dickens,1857
696,Uncle Vanya,Anton Chekhov,1899
697,Manon Lescaut,Abbe Prevost,1731
698,Ben-Hur,Lew Wallace,1880
699,High Fidelity,Nick Hornby,1995
700,Deliverance ,James Dickey,1970
701,True History of the Kelly Gang,Peter Carey,2000
702,Annie John,Jamaica Kincaid,1985
703,Growth of the Soil,Knut Hamsun,1920
704,The Reader,Bernhard Schlink,1995
705,The Life and Opinions of the Tomcat Murr,E. T. A. Hoffmann,1819
706,If Not Now When?,Primo Levi,1982
707,Simplicius Simplicissimus,Hans Jakob Christoffel von Grimmelshausen,1668
708,The Country Girls,Edna O'Brien,1960
709,Aus dem Leben eines Taugenichts,Joseph von Eichendorff,1826
710,Fugitive Pieces,Anne Michaels,1996
711,Elective Affinities,Johann Wolfgang von Goethe,1809
712,The Stechlin,Theodor Fontane,1899
713,Embers,Sandor Marai,1942
714,Hyperion,Friedrich Holderlin,1797
715,Jealousy: A Novel,Alain Robbe-Grillet,1957
716,Thousand Cranes,Yasunari Kawabata,1952
717,Saturday Night and Sunday Morning,Alan Sillitoe,1958
718,Smilla's Sense of Snow: A Novel,Peter Høeg,1992
719,The Tenant of Wildfell Hall,Anne Brontë,1848
720,Fateless,Imre Kertész,1975
721,Les Enfants Terribles,Jean Cocteau,1929
722,Green Henry,Gottfried Keller,1855
723,Earthly Powers,Anthony Burgess,1980
724,Platform,Michel Houellebecq,2002
725,Varieties of Disturbance: Stories,Lydia Davis,2007
726,The Wapshot Chronicle,John Cheever,1967
727,The Fault in Our Stars,John Green,2012
728,Another Country,James Baldwin,1962
729,The Sirens of Titan,Kurt Vonnegut,1959
730,1Q84,Haruki Murakami,2009
731,The Goldfinch,Donna Tartt,2013
732,Time and Again,Jack Finney,1970
733,I Robot,Isaac Asimov,1950
734,Robert Browning's Poetry,Robert Browning,1889
735,Diary of a Madman and Other Stories,Xun Lu,1918
736,The African Child,Camara Laye,1953
737,The Passion,Jeanette Winterson,1987
738,What Is the What,Dave Eggers,2006
739,The Plot Against America,Philip Roth,2004
740,Sula,Toni Morrison,1973
741,Life After Life,Kate Atkinson,2013
742,Angle of Repose,Wallace Stegner,1971
743,The Left Hand Of Darkness,Ursula K. Le Guin,1969
744,The Sympathizer,Viet Thanh Nguyen,2015
745,My Name is Red,Orhan Pamuk,2001
746,Woman at Point Zero,Nawal El Saadawi,1973
747,God's Bits of Wood,Ousmane Sembène,1960
748,Of Love and Shadows,Isabel Allende,1984
749,My Name Is Aram,William Saroyan,1940
750,Fragments,Heraclitus,-475
751,Are You There God? It's Me Margaret,Judy Blume,1970
752,The Thinking Reed,Rebecca West,1936
753,A Brief History of Seven Killings,Marlon James,2014
754,The Man in the High Castle,Philip K. Dick,1962
755,The Magnificent Ambersons ,Booth Tarkington,1918
756,The Famished Road,Ben Okri,1991
757,Harry Potter and the Goblet of Fire ,J. K Rowling,2000
758,Dog Soldiers ,Robert Stone,1974
759,The Maias: Episodes from Romantic Life,Eça de Queirós,1888
760,Goodnight Moon,Margaret Wise Brown,0
761,Krapp's Last Tape,Samuel Beckett,1958
762,Selected Stories of Lu Hsun,Xun Lu,1936
763,The Transit of Venus,Shirley Hazzard,1980
764,The Golden Ass (Metamorphoses): Or Metamorphoses,Apuleius,180
765,Written on the Body,Jeanette Winterson,1993
766,Studs Lonigan,James T. Farrell,1935
767,July's People,Nadine Gordimer,1981
768,Bérénice,Jean Racine,1670
769,Flaubert's Parrot,Julian Barnes,1984
770,My Brilliant Friend,Elena Ferrante,2011
771,The Radiant Way,Margaret Drabble,1987
772,The Amber Spyglass,Philip Pullman,2000
773,Lost Horizon,James Hilton,1933
774,The Short Stories of F. Scott Fitzgerald,F. Scott Fitzgerald,1940
775,Oryx and Crake,Margaret Atwood,2003
776,The Collected Stories of Isaac Babel,Isaac Babel,1955
777,Fingersmith,Sarah Waters,2002
778,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1991
779,The Marriage Of Cadmus And Harmony,Roberto Calasso,1988
780,Billy Budd,Herman Melville,1924
781,Omeros,Derek Walcott,1990
782,A Lost Lady,Willa Cather,1923
783,Nectar in a Sieve,Kamala Markandaya,1954
784,Citizen: An American Lyric,Claudia Rankine,2014
785,Harry Potter and the Deathly Hallows,J. K Rowling,2007
786,Cranford,Elizabeth Gaskell,1851
787,The Curious Incident of the Dog in the Night-time,Mark Haddon,2003
788,The Gathering,Anne Enright,2006
789,How Late It Was How Late,James Kelman,1994
790,The Sea,John Banville,2005
791,The Old Devils,Kingsley Amis,1986
792,G.,John Berger,1972
793,Mao II,Don DeLillo,1991
794,In a Free State,V. S. Naipaul,1971
795,The Lady with the Dog,Anton Chekhov,1899
796,Vernon God Little,DBC Pierre,2003
797,The Fortress of Solitude,Jonathan Lethem,2003
798,A Thousand Splendid Suns,Khaled Hosseini,2007
799,Balzac and the Little Chinese Seamstress,Dai Sijie,2000
800,The Clan of the Cave Bear,Jean M. Auel,1980
801,Wittgenstein's Mistress,David Markson,1988
802,The Fixer,Bernard Malamud,1966
803,Harry Potter and the Half-Blood Prince,J. K Rowling,2005
804,The Pillars Of The Earth,Ken Follett,1989
805,Red Harvest ,Dashiell Hammett,1929
806,Pastoralia,George Saunders,2000
807,Amerika,Franz Kafka,1927
808,Harry Potter and the Order of the Phoenix,J. K Rowling,2003
809,Harry Potter And The Chamber Of Secrets,J. K Rowling,1998
810,Harry Potter And The Prisoner Of Azkaban,J. K Rowling,1999
811,Richard III,William Shakespeare,1592
812,Lanark ,Alasdair Gray,1981
813,The Kreutzer Sonata: And Other Stories,Leo Tolstoy,1889
814,The Elementary Particles,Michel Houellebecq,1998
815,A Violent Life,Pier Paolo Pasolini,1959
816,Home and the World,Rabindranath Tagore,1916
817,The Castle of Otranto: A Gothic Story,Horace Walpole,1764
818,Love in a Cold Climate,Nancy Mitford,1949
819,Junky,William S. Burroughs,1953
820,Against Nature,J. K. Huysmans,1884
821,A Severed Head,Iris Murdoch,1961
822,Living,Henry Green,1929
823,Blindness,Henry Green,1926
824,Bless Me Ultima,Rudolfo Anaya,1972
825,The Importance of Being Earnest,Oscar Wilde,1895
826,The Moor's Last Sigh,Salman Rushdie,1995
827,Endgame,Samuel Beckett,1957
828,Ender's Game,Orson Scott Card,1980
829,How Should a Person Be?,Sheila Heti,2010
830,The Neapolitan Novels,Elena Ferrante,2012
831,The Unconsoled,Kazuo Ishiguro,1995
832,Tell Me a Riddle,Tillie Olsen,1961
833,Three Lives,Gertrude Stein,1909
834,Poems of Rumi,Jalāl al-Dīn Rūmī (Maulana),1273
835,The Fall,Albert Camus,1956
836,Bartleby & Co,Enrique Vila-Matas,2004
837,Effi Briest,Theodor Fontane,1896
838,I Capture the Castle,Dodie Smith,1934
839,The Royal Game,Stefan Zweig,1942
840,The Recognition of Sakuntala,Kālidāsa,-200
841,The Secret Diary of Adrian Mole Aged 13 3/4,Sue Townsend,1982
842,Michael Kohlhaas,Heinrich von Kleist,1810
843,Professor Unrat,Heinrich Mann,1905
844,The Discovery of Heaven,Harry Mulisch,1992
845,Norwegian Wood,Haruki Murakami,1987
846,Auto Da Fé,Elias Canetti,1935
847,A Fable,William Faulkner,1954
848,The Colour of Magic,Terry Pratchett,1983
849,The German Lesson,Siegfried Lenz,1968
850,Wilhelm Meister's Apprenticeship,Johann Wolfgang von Goethe,1796
851,A Tale of Love and Darkness,Amos Oz,2002
852,The Underground Railroad,Colson Whitehead,2016
853,Roll of Thunder Hear My Cry,Mildred D. Taylor,1976
854,Fifth Business,Robertson Davies,1970
855,The Making of Americans,Gertrude Stein,1925
856,Belle du Seigneur,Albert Cohen,1968
857,LaBrava,Elmore Leonard,1983
858,Under Satan's Sun,Georges Bernanos,1926
859,A Ghost at Noon,Alberto Moravia,1954
860,Nightwood,Djuna Barnes,1936
861,The Ragged Trousered Philanthropists,Robert Tressell Peter Miles,1914
862,The Lost Honour of Katharina Blum,Heinrich Böll,1974
863,The Opposing Shore,Julien Gracq,1951
864,The Ravishing of Lol Stein,Marguerite Duras,1964
865,Oroonoko,Aphra Behn,1689
866,Hadrian the Seventh,Frederick Rolfe,1904
867,The Bluest Eye,Toni Morrison,1970
868,The Dispossessed,Ursula K. Le Guin,1974
869,Foucault's Pendulum,Umberto Eco,1988
870,In Watermelon Sugar,Richard Brautigan,1968
871,The Water Margin: Outlaws of the Marsh,Shi Naian,1127
872,Gentlemen Prefer Blondes: The Illuminating Diary of a Professional Lady ,Anita Loos,1925
873,The Third Policeman,Flann O'Brien,1967
874,The Art of Fielding,Chad Harbach,2011
875,The Heat of the Day,Elizabeth Bowen,1948
876,How to be both,Ali Smith,2014
877,Watt,Samuel Beckett,1953
878,The Yearling,Marjorie Kinnan Rawlings,1938
879,The Narrow Road to the Deep North,Matsuo Bashō,1689
880,The Warden,Anthony Trollope,1855
881,The Selected Works of Cesare Pavese,Cesare Pavese,0
882,The Crucible,Arthur Miller,1953
883,Giants in the Earth,Ole Edvart Rolvaag,1927
884,Riders of the Purple Sage,Zane Grey,1912
885,Collected Poems,Arthur Rimbaud,1954
886,Mating,Norman Rush,1990
887,The Misanthrope,Molière,1673
888,Twice-Told Tales,Nathaniel Hawthorne,1837
889,The Complete Poetry and Essential Prose of John Milton,John Milton,1674
890,Independence Day,Richard Ford,1995
891,The Poems of Walt Whitman,Walt Whitman,1892
892,The Outsiders,S. E. Hinton,1967
893,The Da Vinci Code,Dan Brown,2006
894,Old Filth,Jane Gardam,2004
895,The Collected Works of St. John of the Cross,St. John of the Cross,1618
896,The Mists of Avalon,Marion Zimmer Bradley,1983
897,Dept. of Speculation,Jenny Offill,2014
898,Outlander,Diana Gabaldon,1991
899,Mumbo Jumbo,Ishmael Reed,1972
900,The Horse's Mouth,Joyce Cary,1944
901,Some Hope,Edward St Aubyn,1994
902,Bad News,Edward St Aubyn,1992
903,At Last,Edward St Aubyn,2012
904,Never Mind,Edward St Aubyn,1992
905,Collected Works of Edna St. Vincent Millay,Edna St. Vincent Millay,1950
906,Le Cid,Pierre Corneille,1637
907,The Slaves of Solitude,Patrick Hamilton,1947
908,Asymmetry,Lisa Halliday,2018
909,Forbidden Colours,Yukio Mishima,1951
910,Mortals,Norman Rush,2003
911,Fables of La Fontaine,Jean de La Fontaine,1694
912,Petrarch's Songbook,Francesco Petrarca,1374
913,Family Sayings,Natalia Ginzburg,1963
914,The Faerie Queene,Edmund Spenser,1590
915,The Complete Poems of Samuel Taylor Coleridge,Samuel Coleridge,1834
916,Legends of The Fall,Jim Harrison,1979
917,The Lottery and Other Stories,Shirley Jackson,1949
918,Collected Stories,William Somerset Maugham,1965
919,American Genius: A Comedy,Lynne Tillman,2006
920,The Master Builder,Henrik Ibsen,1892
921,The Wild Duck,Henrik Ibsen,1885
922,Saint Joan,George Bernard Shaw,1923
923,El Buscón,Francisco de Quevedo,1626
924,Cannery Row,John Steinbeck,1945
925,Gaudy Night,Dorothy L Sayers,1935
926,The Horse Whisperer,Nicholas Evans,1995
927,Phaedrus,Plato,-370
928,One Hundred and One Poems by Paul Verlaine,Paul Verlaine,1999
929,Goodbye Columbus,Philip Roth,1959
930,A Streetcar Named Desire,Tennessee Williams,1947
931,The Interior Castle,Teresa of Avila,1577
932,From Here to Eternity ,James Jones,1951
933,Last Orders,Graham Swift,1996
934,Selected Poems,Pierre Ronsard,1585
935,The Confessions of Nat Turner,William Styron,1967
936,Suttree,Cormac McCarthy,1979
937,Poems of Friedrich Hölderlin,Friedrich Holderlin,1843
938,Twelfth Night: Or What You Will,William Shakespeare,1602
939,The Emigrants,Winfried Georg Sebald,1992
940,Les Filles du feu,Gerard de Nerval,1854
941,Going After Cacciato,Tim O'Brien,1979
942,Preparation for the Next Life,Atticus Lish,2015
943,Soledades,Luis de Góngora,1613
944,The Book of the City of Ladies,Christine De Pizan,1405
945,The Great Fire,Shirley Hazzard,2003
946,Parzival,Wolfram Eschenbach,1200
947,Daphnis and Chloe,Longus,200
948,Poems,Paul Celan,2001
949,Njal's Saga,Iceland,1200
950,Masnavi,Jalal al-Din Muhammad Rumi,1250
951,Children of Gebelawi,Naguib Mahfouz,1059
952,Bostan,Saadi,1257
953,The Sound of the Mountain,Yasunari Kawabata,1970
954,Poems of Eugenio Montale,Eugenio Montale,1975
955,The Complete Writings of Alfred de Musset,Alfred de Musset,1857
956,A High Wind in Jamaica,Richard Hughes,1929
957,The Van,Roddy Doyle,1991
958,Song of Songs,Christian Church,0
959,Sóngoro cosongo,Nicolás Guillén,1931
960,Curial e Güelfa,Anonymous,0
961,The Black Prince,Iris Murdoch,1973
962,Pigs in Heaven,Barbara Kingsolver,1993
963,The Collected Poems of William Carlos Williams: 1909-1939,William Carlos Williams,1939
964,Days Without End,Sebastian Barry,2016
965,The Figaro Trilogy: The Barber of Sevillem The Marriage of Figaro The Guilty Mother,Pierre-Augustin Caron de Beaumarchais,1792
966,The Girl with the Dragon Tattoo,Stieg Larsson,2005
967,Germany a Winter Tale,Heinrich Heine,1844
968,She Stoops to Conquer,Oliver Goldsmith,1773
969,Eye Of The Needle,Ken Follett,1978
970,Stories of Washington Irving,Washington Irving,1859
971,Les Tragiques,Agrippa d'Aubigné,1616
972,Les Destinées,Alfred de Vigny,1864
973,Betrayed by Rita Hayworth,Manuel Puig,1968
974,The Way of a Pilgrim,Anonymous,0
975,Coplas por la muerte de su padre,Jorge Manrique,1476
976,Calila e Dimna,Anonymous,1251
977,La siesta de M. Andesmas,Marguerite Duras,1964
978,Ubu Roi,Alfred Jarry,1896
979,Sir Gawain and the Green Knight,Simon Armitage,2007
980,The Collected Works of Paul Valéry,Paul Valéry,1945
981,Daisy Miller,Henry James,1878
982,The Return of the Native,Thomas Hardy,1878
983,The Hamlet,William Faulkner,1940
984,Lunch Poems,Frank O'Hara,1964
985,Conversation in the Cathedral,Mario Vargas Llosa,1969
986,The Complete Poetry of César Vallejo,César Vallejo,1979
987,Carmen,Prosper Mérimée,1845
988,The Poems of Percy Bysshe Shelley ,Percy Bysshe Shelley,1822
989,Sabbath's Theater,Philip Roth,1995
990,Homegoing,Yaa Gyasi,2016
991,The Wanderer,Henri Alain-Fournier,1913
992,Trainspotting,Irvine Welsh,1993
993,Hateship Friendship Courtship Loveship Marriage,Alice Munro,2006
994,Marivaux: Three Plays,Pierre Carlet de Chamblain de Marivaux,1763
995,The Beauty Of The Husband,Anne Carson,2001
996,La légende des siècles,Victor Hugo,1859
997,Zazie in the Metro,Raymond Queneau,1959
998,Sandman,Neil Gaiman,1991
999,Elizabeth Costello,J M Coetzee,2003
1000,Guzmán de Alfarache,Mateo Alemán,1599
1001,Poems,Miguel de Unamuno,0
1002,Gospels,Various Authors,66
1003,The Children of Men,P. D. James,1992
1004,Kane and Abel,Jeffrey Archer,1979
1005,Los lanzallamas,Roberto Arlt,1931
1006,Poems of Pablo Neruda,Pablo Neruda,1975
1007,The Last Books of Hector Viel Temperley,Hector Viel Temperley,1982
1008,Manhattan Transfer,John Dos Passos,1925
1009,Little House on the Prairie,Laura Ingalls Wilder,0
1010,Calligrammes,Guillaume Apollinaire,1918
1011,Unless,Carol Shields,2002
1012,American Tabloid,James Ellroy,1995
1013,The Poems of Jaime Gil de Biedma,Jaime Gil de Biedma,1982
1014,Residence on Earth,Pablo Neruda,1933
1015,Juan De Mairena,Antonio Machado,1936
1016,Trilce,César Vallejo,1922
1017,Rimas,Gustavo Adolfo Bécquer,1850
1018,The Hardy Boys,Franklin W. Dixon,1927
1019,World of Wonders,Robertson Davies,1975
1020,Nero Wolfe,Rex Stout,1934
1021,Death on Credit,Louis-Ferdinand Céline,1936
1022,The Manticore,Robertson Davies,1972
1023,Lad: a Dog,Albert Payson Terhune,1919
1024,The Progress of Love,Alice Munro,1986
1025,Mr Bridge,Evan S. Connell,1969
1026,The Poetry of Derek Walcott 1948-2013,Derek Walcott,2013
1027,The Complete Poems,Philip Larkin,1985
1028,The Princess Bride: An Illustrated Edition of S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,1973
1029,Complete Stories,Dorothy Parker,1967
1030,We Have Always Lived in the Castle,Shirley Jackson,1962
1031,Mrs. Bridge,Evan S. Connell,1959
1032,Kolyma Tales,Varlan Shalanov,1954
1033,Collected Stories,Raymond Chandler,2009
1034,The First Man,Albert Camus,1994
1035,Mortal y rosa,Francisco Umbral,1975
1036,The Shadow Line,Joseph Conrad,1917
1037,Demian,Hermann Hesse,1919
1038,Illuminations,Arthur Rimbaud,1886
1039,Aunt Julia and the Scriptwriter,Mario Vargas Llosa,1977
1040,Last Evenings with Teresa,Juan Marse,1965
1041,Bohemian Lights,Ramón del Valle-Inclán,1924
1042,Spain Take This Chalice from Me,César Vallejo,1937
1043,Sonnets,Julián Olivares,1625
1044,Poems of Góngora,Luis de Góngora,1600
1045,Three plays: The hostage Crusts The humiliation of the father,Paul Claudel,1955
1046,Wry-Blue Loves: Les Amours Jaunes,Tristan Corbière,1873
1047,Les Contemplations,Victor Hugo,1856
1048,La Nuit obscure,Jean de la Croix,0
1049,Poetry,Quintus Lutatius Catulus,0
1050,The Diary of a Country Priest,Georges Bernanos,1936
1051,The Jungle Book,Rudyard Kipling,1894
1052,Ellen Foster,Kaye Gibbons,1987
1053,Villette,Charlotte Bronte,1853
1054,Sing Unburied Sing,Jesmyn Ward,2017
1055,Brick Lane,Monica Ali,2003
1056,War and Remembrance,Herman Wouk,1978
1057,The Violent Bear It Away,Flannery O'Connor,1960
1058,Centennial,James A. Michener,1974
1059,The Invention of Curried Sausage,Uwe Timm,1993
1060,Cause for Alarm,Eric Ambler,1938
1061,A World for Julius,Alfredo Bryce Echenique,1970
1062,Sandokan,Emilio Salgari,1900
1063,Tent of Miracles,Jorge Amado,1969
1064,The Honorary Consul,Graham Greene,1973
1065,Taebaek Sanmaek,Jo Jung-rae,1986
1066,Eyeless in Gaza,Aldous Huxley,1936
1067,Kitchen,Banana Yoshimoto,1987
1068,The Guiltless,Hermann Broch,1950
1069,Nana,Émile Zola,1880
1070,The Case of Sergeant Grischa, Arnold Zweig,1927
1071,Dangling Man,Saul Bellow,1944
1072,Deep Rivers,José María Arguedas,1958
1073,As If I Am Not There,Slavenka Drakulic,1999
1074,A Light Comedy,Eduardo Mendoza,1996
1075,Nowhere Man,Aleksandar Hemon,2002
1076,Extinction,Thomas Bernhard,1986
1077,The Mysteries of Udolpho,Ann Radcliffe,1794
1078,Southern Seas,Manuel Vázquez Montalbán,1979
1079,Couples Passersby,Botho Strauß,1981
1080,Fall On Your Knees,Ann-Marie MacDonald,1996
1081,Remembering Babylon,David Malouf,1993
1082,Heartbreak Tango,Manuel Puig,1969
1083,Adam Bede,George Eliot,1859
1084,The Street of Crocodiles,Bruno Schulz,1934
1085,In the Heart of the Country,J M Coetzee,1977
1086,Pharaoh, Bolesław Prus,1897
1087,The Time of Indifference,Alberto Moravia,1929
1088,The Tree of Man,Patrick White,1955
1089,The Bridge on the Drina, Ivo Andrić,1945
1090,Against the Day,Thomas Pynchon,2006
1091,Ancestral Voices,Etienne van Heerden,1986
1092,Tirant Lo Blanc,Joanot Martorell,1490
1093,The Last World,Christoph Ransmayr,1988
1094,Vathek, William Beckford,1786
1095,The Professor's House,Willa Cather,1925
1096,The Path to the Nest of Spiders,Italo Calvino,1947
1097,Vertigo,W. G. Sebald,1990
1098,Santa Evita,Tomás Eloy Martínez,1995
1099,Lives of Girls and Women,Alice Munro,1971
1100,City Sister Silver,Jáchym Topol,1994
1101,Holder of the World: A Novel,Bharati Mukherjee,1993
1102,Le Diable au corps,Raymond Radiguet,1923
1103,Fool's Gold,Máro Doýka,1979
1104,Eclipse of the Crescent Moon,Géza Gárdonyi,1899
1105,The Crime of Father Amaro,Eça de Queirós,1875
1106,On the Edge of Reason,Miroslav Krleža,1938
1107,Faceless Killers, Henning Mankell,1991
1108,The Life of Lazarillo de Tormes,anonymous,1554
1109,Willard and His Bowling Trophies: A Perverse Mystery,Richard Brautigan,1975
1110,The Quest,Frederik van Eeden,1885
1111,The Piano Teacher,Elfriede Jelinek,1983
1112,Blaming,Elizabeth Taylor,1976
1113,Mansfield Park,Jane Austen,1814
1114,The Triple Mirror of the Self,Zulfikar Ghose,1992
1115,Delta of Venus,Anaïs Nin,1977
1116,In a Glass Darkly,Sheridan Le Fanu,1872
1117,The Busconductor Hines,James Kelman,1984
1118,Justine,Marquis de Sade,1791
1119,The Successor,Ismail Kadare,2003
1120,Camilla,Fanny Burney,1796
1121,Margot and the Angels,Kristien Hemmerechts,0
1122,The Marriage Plot,Jeffrey Eugenides,2011
1123,The Shadow Lines,Amitav Ghosh,1988
1124,Fanny Hill, John Cleland,1748
1125,The Charwoman's Daughter,James Stephens,1912
1126,The Castle of Crossed Destinies,Italo Calvino,1973
1127,La Celestina,Fernando de Rojas,1499
1128,Evelina,Fanny Burney,1778
1129,Luka,Antun Šoljan,1974
1130,The Virgin Suicides,Jeffrey Eugenides,1993
1131,No Laughing Matter,Angus Wilson,1967
1132,The Butcher Boy, Patrick McCabe,1992
1133,The Cement Garden,Ian McEwan,1978
1134,Half of Man is Woman,Zhang Xianliang,1985
1135,Veronika Decides to Die,Paulo Coelho,1998
1136,Erewhon,Samuel Butler,1872
1137,Some Experiences of an Irish R. M.,Edith Somerville Violet Florence Martin,1899
1138,Journey to the Alcarria, Camilo José Cela,1948
1139,The Back Room,Carmen Martín Gaite,1978
1140,The Expedition of Humphry Clinker,Tobias Smollett,1771
1141,Torrents of Spring,Ivan Turgenev,1872
1142,All Souls' Day,Cees Nooteboom,1998
1143,Julie or the New Heloise,Jean-Jacques Rousseau,1761
1144,Fantômas,Marcel Allain Pierre Souvestre,1911
1145,Heavy Wings,Zhang Jie,1981
1146,The Heretic,Miguel Delibes,1998
1147,The Pit and the Pendulum,Edgar Allan Poe,1842
1148,Inland,Gerald Murnane,1989
1149,The Viceroys,Federico De Roberto,1894
1150,Return to Oegstgeest,Jan Wolkers,1965
1151,Story of O,Pauline Reage,1954
1152,Halftime,Martin Walser,1960
1153,Compassion,Benito Pérez Galdós,1897
1154,Stone Junction: An Alchemical Pot-Boiler, Jim Dodge,1990
1155,Spring Flowers Spring Frost,Ismail Kadare,2000
1156,A Dry White Season, Andre Brink,1979
1157,The Virgin in the Garden,A. S. Byatt,1978
1158,Manon des sources,Marcel Pagnol,1963
1159,Silence,Shusaku Endo,1966
1160,What I Loved,Siri Hustvedt,2003
1161,The Forbidden Kingdom,Jan Jacob Slauerhoff,1932
1162,The Island of Doctor Moreau,H. G. Wells,1896
1163,Shame,Salman Rushdie,1983
1164,The Elegance of the Hedgehog,Muriel Barbery,2006
1165,Clear Light of Day,Anita Desai,1980
1166,The Manor,Isaac Bashevis Singer,1967
1167,Pepita Jimenez,Juan Valera y Alcalá-Galiano,1874
1168,Far from the Madding Crowd,Thomas Hardy,1874
1169,Carry Me Down,M.J. Hyland,2006
1170,Pamela,Samuel Richardson,0
1171,Ashes and Diamonds,Jerzy Andrzejewski,1948
1172,To the North,Elizabeth Bowen,1932
1173,The Parable of the Blind,Gert Hofmann,1985
1174,The Black Dahlia,James Ellroy,1987
1175,Dictionary of the Khazars,Milorad Pavic,1984
1176,The Afternoon of a Writer,Peter Handke,1987
1177,War with the Newts,Karel Čapek,1936
